date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity
2020-10-14,2020,10,14,chokepoint6,Strait of Hormuz,9,15,1,0,48,25,73,565367,308935,14595,0,1652064,888898,2540963
2020-10-15,2020,10,15,chokepoint6,Strait of Hormuz,13,17,2,2,71,34,105,481844,281101,14595,3496,3770520,781037,4551557
2020-10-16,2020,10,16,chokepoint6,Strait of Hormuz,14,20,2,1,53,37,90,504093,428745,5251,5064,3238019,943154,4181173
2020-10-17,2020,10,17,chokepoint6,Strait of Hormuz,11,21,3,2,54,37,91,468059,562596,2117,0,2984680,1032774,4017454
2020-10-18,2020,10,18,chokepoint6,Strait of Hormuz,9,12,3,6,66,30,96,325376,565298,9391,15999,2948099,916065,3864165
2020-10-19,2020,10,19,chokepoint6,Strait of Hormuz,13,10,5,2,42,30,72,592330,240042,30456,6088,2360578,868917,3229495
2020-10-20,2020,10,20,chokepoint6,Strait of Hormuz,11,13,10,0,43,34,77,290080,714611,18360,0,1671072,1023052,2694125
2020-10-21,2020,10,21,chokepoint6,Strait of Hormuz,15,7,4,0,46,26,72,824350,490576,4774,0,2172817,1319702,3492520
2020-10-22,2020,10,22,chokepoint6,Strait of Hormuz,7,13,2,2,36,24,60,172310,467737,20689,4406,1144216,665144,1809360
2020-10-23,2020,10,23,chokepoint6,Strait of Hormuz,17,28,4,5,56,54,110,697852,1053467,5919,4342,2454945,1761581,4216527
2020-10-24,2020,10,24,chokepoint6,Strait of Hormuz,10,16,4,1,49,31,80,225725,536581,27237,0,1262731,789544,2052276
2020-10-25,2020,10,25,chokepoint6,Strait of Hormuz,9,18,3,3,54,33,87,193637,769531,12129,3126,2541688,978425,3520113
2020-10-26,2020,10,26,chokepoint6,Strait of Hormuz,6,13,5,1,52,25,77,216326,389778,58229,6584,2245084,670919,2916003
2020-10-27,2020,10,27,chokepoint6,Strait of Hormuz,13,18,6,2,61,39,100,371609,375013,20758,4660,2210743,772042,2982785
2020-10-28,2020,10,28,chokepoint6,Strait of Hormuz,16,13,1,2,40,32,72,408840,165213,16653,12821,1365056,603528,1968584
2020-10-29,2020,10,29,chokepoint6,Strait of Hormuz,15,18,2,1,51,36,87,541817,532133,35937,1260,2568337,1111147,3679484
2020-10-30,2020,10,30,chokepoint6,Strait of Hormuz,10,21,4,2,61,37,98,542742,677367,18062,6971,2409756,1245144,3654900
2020-10-31,2020,10,31,chokepoint6,Strait of Hormuz,17,20,5,1,53,43,96,697454,634777,31144,0,3450032,1363376,4813408
2020-11-01,2020,11,1,chokepoint6,Strait of Hormuz,18,14,5,2,45,39,84,462691,542928,29167,0,2859080,1034788,3893869
2020-11-02,2020,11,2,chokepoint6,Strait of Hormuz,15,16,5,2,60,38,98,641366,469327,30979,0,2625183,1141673,3766857
2020-11-03,2020,11,3,chokepoint6,Strait of Hormuz,15,14,3,3,60,35,95,619225,376832,5445,6905,3374194,1008409,4382603
2020-11-04,2020,11,4,chokepoint6,Strait of Hormuz,19,22,4,1,53,46,99,629649,566163,6025,0,2990178,1201839,4192018
2020-11-05,2020,11,5,chokepoint6,Strait of Hormuz,17,18,3,5,60,43,103,580781,645035,4363,3442,2865397,1233622,4099020
2020-11-06,2020,11,6,chokepoint6,Strait of Hormuz,9,13,0,2,29,24,53,187589,430227,0,10147,451639,627964,1079604
2020-11-07,2020,11,7,chokepoint6,Strait of Hormuz,10,12,2,1,50,25,75,232243,185603,6539,6327,2367204,430714,2797918
2020-11-08,2020,11,8,chokepoint6,Strait of Hormuz,7,8,2,0,32,17,49,298627,120835,3708,0,1767666,423171,2190838
2020-11-09,2020,11,9,chokepoint6,Strait of Hormuz,11,11,5,0,47,27,74,421509,282049,9965,0,2169414,713524,2882939
2020-11-10,2020,11,10,chokepoint6,Strait of Hormuz,11,16,3,2,62,32,94,296728,431426,1960,0,2034596,730115,2764712
2020-11-11,2020,11,11,chokepoint6,Strait of Hormuz,18,22,3,1,65,44,109,732822,496089,24397,0,3010876,1253310,4264186
2020-11-12,2020,11,12,chokepoint6,Strait of Hormuz,10,15,2,2,53,29,82,534279,460042,6225,4452,1127643,1005000,2132643
2020-11-13,2020,11,13,chokepoint6,Strait of Hormuz,9,14,1,2,40,26,66,464010,683145,4874,2877,1421645,1154909,2576555
2020-11-14,2020,11,14,chokepoint6,Strait of Hormuz,11,14,2,0,37,27,64,396993,394665,23056,0,1488931,814716,2303647
2020-11-15,2020,11,15,chokepoint6,Strait of Hormuz,10,14,3,0,33,27,60,515125,302077,28014,0,543053,845218,1388271
2020-11-16,2020,11,16,chokepoint6,Strait of Hormuz,13,13,0,0,28,26,54,698167,148426,0,0,715837,846593,1562431
2020-11-17,2020,11,17,chokepoint6,Strait of Hormuz,9,13,1,1,46,24,70,210938,282139,0,0,1783382,493078,2276460
2020-11-18,2020,11,18,chokepoint6,Strait of Hormuz,4,7,2,3,36,16,52,398837,276530,31702,9389,1298917,716459,2015377
2020-11-19,2020,11,19,chokepoint6,Strait of Hormuz,5,10,3,1,30,19,49,175410,379736,36952,0,633145,592100,1225246
2020-11-20,2020,11,20,chokepoint6,Strait of Hormuz,7,13,2,1,37,23,60,482280,362597,0,6597,983347,851475,1834823
2020-11-21,2020,11,21,chokepoint6,Strait of Hormuz,5,10,0,0,30,15,45,150697,277825,0,0,1382052,428522,1810574
2020-11-22,2020,11,22,chokepoint6,Strait of Hormuz,7,14,2,0,17,23,40,270752,421261,7782,0,737020,699796,1436817
2020-11-23,2020,11,23,chokepoint6,Strait of Hormuz,6,7,1,4,20,18,38,107328,213353,1227,4826,363001,326735,689737
2020-11-24,2020,11,24,chokepoint6,Strait of Hormuz,10,9,4,0,27,23,50,511537,280692,21174,0,252965,813404,1066370
2020-11-25,2020,11,25,chokepoint6,Strait of Hormuz,11,11,2,2,46,26,72,515712,267072,5592,4110,1017620,792488,1810108
2020-11-26,2020,11,26,chokepoint6,Strait of Hormuz,8,11,1,3,38,23,61,482137,393491,1206,0,763147,876835,1639982
2020-11-27,2020,11,27,chokepoint6,Strait of Hormuz,8,13,4,1,47,26,73,622353,450565,48858,0,1557992,1121777,2679769
2020-11-28,2020,11,28,chokepoint6,Strait of Hormuz,6,10,3,1,53,20,73,340894,330946,2996,3819,991019,678656,1669676
2020-11-29,2020,11,29,chokepoint6,Strait of Hormuz,8,10,3,1,41,22,63,460706,58406,11751,8171,937347,539035,1476382
2020-11-30,2020,11,30,chokepoint6,Strait of Hormuz,8,12,2,1,43,23,66,608746,412947,25102,0,636679,1046796,1683476
2020-12-01,2020,12,1,chokepoint6,Strait of Hormuz,12,11,6,2,43,31,74,501795,421668,28809,5363,1386452,957636,2344089
2020-12-02,2020,12,2,chokepoint6,Strait of Hormuz,11,13,9,1,61,34,95,386118,506979,70312,5363,2304590,968773,3273364
2020-12-03,2020,12,3,chokepoint6,Strait of Hormuz,9,12,1,2,53,24,77,373265,321555,12599,0,3503724,707419,4211144
2020-12-04,2020,12,4,chokepoint6,Strait of Hormuz,7,10,4,4,59,25,84,305189,243798,8286,0,2633703,557274,3190977
2020-12-05,2020,12,5,chokepoint6,Strait of Hormuz,13,11,6,0,50,30,80,417647,461539,6032,0,3350343,885218,4235562
2020-12-06,2020,12,6,chokepoint6,Strait of Hormuz,10,10,5,0,33,25,58,479080,341925,18557,0,1974059,839563,2813623
2020-12-07,2020,12,7,chokepoint6,Strait of Hormuz,5,9,1,0,33,15,48,204496,153681,2485,0,1236141,360663,1596805
2020-12-08,2020,12,8,chokepoint6,Strait of Hormuz,12,10,3,1,30,26,56,362426,124282,2485,0,550558,489194,1039753
2020-12-09,2020,12,9,chokepoint6,Strait of Hormuz,9,12,0,0,35,21,56,457397,288282,0,0,1134573,745680,1880253
2020-12-10,2020,12,10,chokepoint6,Strait of Hormuz,11,15,0,2,36,28,64,461078,758547,0,0,934235,1219625,2153861
2020-12-11,2020,12,11,chokepoint6,Strait of Hormuz,8,12,2,1,45,23,68,428627,399736,0,0,1469475,828363,2297839
2020-12-12,2020,12,12,chokepoint6,Strait of Hormuz,4,8,1,2,25,15,40,258265,94057,3461,4988,851827,360773,1212600
2020-12-13,2020,12,13,chokepoint6,Strait of Hormuz,5,10,2,2,35,19,54,103295,301376,18425,0,524014,423096,947110
2020-12-14,2020,12,14,chokepoint6,Strait of Hormuz,11,7,1,1,47,20,67,316470,170436,16159,2520,857137,505586,1362724
2020-12-15,2020,12,15,chokepoint6,Strait of Hormuz,12,13,1,2,32,28,60,309522,376021,19607,4784,1565347,709936,2275284
2020-12-16,2020,12,16,chokepoint6,Strait of Hormuz,11,12,2,1,16,26,42,372737,189554,4251,0,677381,566544,1243925
2020-12-17,2020,12,17,chokepoint6,Strait of Hormuz,5,3,1,2,17,11,28,257071,74096,2200,0,286814,333369,620183
2020-12-18,2020,12,18,chokepoint6,Strait of Hormuz,5,17,1,2,33,25,58,378560,423081,0,0,670137,801642,1471779
2020-12-19,2020,12,19,chokepoint6,Strait of Hormuz,8,15,4,1,34,28,62,323163,520969,6894,0,531662,851028,1382690
2020-12-20,2020,12,20,chokepoint6,Strait of Hormuz,6,9,0,1,30,16,46,134686,120945,0,8102,756393,263734,1020127
2020-12-21,2020,12,21,chokepoint6,Strait of Hormuz,6,9,1,0,35,16,51,187310,78823,0,0,1123926,266134,1390061
2020-12-22,2020,12,22,chokepoint6,Strait of Hormuz,7,7,3,1,42,18,60,309534,179464,9249,0,1781370,498248,2279618
2020-12-23,2020,12,23,chokepoint6,Strait of Hormuz,12,8,1,2,39,23,62,562017,297659,0,12539,1427627,872215,2299843
2020-12-24,2020,12,24,chokepoint6,Strait of Hormuz,9,9,3,2,39,23,62,356461,142874,7799,0,933490,507135,1440625
2020-12-25,2020,12,25,chokepoint6,Strait of Hormuz,12,10,0,2,31,24,55,533283,217284,0,9660,755141,760228,1515370
2020-12-26,2020,12,26,chokepoint6,Strait of Hormuz,14,4,1,0,60,19,79,253446,109569,6435,0,985136,369451,1354587
2020-12-27,2020,12,27,chokepoint6,Strait of Hormuz,5,5,1,0,34,11,45,161277,92242,6435,0,1186636,259956,1446592
2020-12-28,2020,12,28,chokepoint6,Strait of Hormuz,13,17,1,1,39,32,71,410072,322599,3846,6223,436010,742741,1178751
2020-12-29,2020,12,29,chokepoint6,Strait of Hormuz,6,15,2,1,45,24,69,149393,366540,0,2861,1713406,518795,2232202
2020-12-30,2020,12,30,chokepoint6,Strait of Hormuz,6,9,3,3,39,21,60,414998,133247,21110,4879,1863036,574236,2437272
2020-12-31,2020,12,31,chokepoint6,Strait of Hormuz,13,6,2,1,37,22,59,366119,163763,5808,0,1596213,535692,2131905
2021-01-01,2021,1,1,chokepoint6,Strait of Hormuz,8,15,2,0,46,25,71,383188,428453,8871,0,790787,820512,1611300
2021-01-02,2021,1,2,chokepoint6,Strait of Hormuz,11,8,3,1,43,23,66,406593,174417,6462,3902,996927,591375,1588303
2021-01-03,2021,1,3,chokepoint6,Strait of Hormuz,6,17,2,1,53,26,79,116901,415682,823,3809,1892402,537217,2429619
2021-01-04,2021,1,4,chokepoint6,Strait of Hormuz,12,6,3,1,36,22,58,279472,182645,24483,0,1419820,486601,1906422
2021-01-05,2021,1,5,chokepoint6,Strait of Hormuz,14,10,2,0,51,26,77,273384,227094,20548,0,2183496,521027,2704524
2021-01-06,2021,1,6,chokepoint6,Strait of Hormuz,9,14,4,2,47,29,76,337235,214716,26829,5576,1070650,584358,1655009
2021-01-07,2021,1,7,chokepoint6,Strait of Hormuz,16,10,2,0,52,28,80,522521,251063,7635,0,2062813,781220,2844034
2021-01-08,2021,1,8,chokepoint6,Strait of Hormuz,7,13,2,1,39,23,62,240773,283424,7635,0,1277537,531834,1809372
2021-01-09,2021,1,9,chokepoint6,Strait of Hormuz,6,15,1,3,42,25,67,280049,235870,1685,3253,1292188,520858,1813046
2021-01-10,2021,1,10,chokepoint6,Strait of Hormuz,6,8,2,3,36,19,55,227081,218221,0,3253,983451,448556,1432007
2021-01-11,2021,1,11,chokepoint6,Strait of Hormuz,10,15,2,2,44,29,73,535555,299832,7099,0,912768,842487,1755255
2021-01-12,2021,1,12,chokepoint6,Strait of Hormuz,10,12,5,1,37,28,65,241422,248932,18872,6847,1142436,516074,1658511
2021-01-13,2021,1,13,chokepoint6,Strait of Hormuz,8,22,4,1,40,35,75,476359,471736,16000,7573,1610902,971669,2582571
2021-01-14,2021,1,14,chokepoint6,Strait of Hormuz,12,15,1,2,44,30,74,527396,424708,4018,2801,1688730,958924,2647655
2021-01-15,2021,1,15,chokepoint6,Strait of Hormuz,12,20,2,0,51,34,85,371344,895742,1700,0,2200144,1268787,3468931
2021-01-16,2021,1,16,chokepoint6,Strait of Hormuz,9,15,3,1,54,28,82,345798,554525,33049,0,2716779,933373,3650153
2021-01-17,2021,1,17,chokepoint6,Strait of Hormuz,9,17,2,2,48,30,78,424543,461197,15600,0,2052758,901341,2954099
2021-01-18,2021,1,18,chokepoint6,Strait of Hormuz,17,20,5,1,52,43,95,608759,766303,55698,3237,2844476,1433997,4278474
2021-01-19,2021,1,19,chokepoint6,Strait of Hormuz,14,30,10,3,62,57,119,381368,881550,65035,10791,2525935,1338746,3864682
2021-01-20,2021,1,20,chokepoint6,Strait of Hormuz,11,18,4,3,67,36,103,301677,451656,3436,9338,2777532,766109,3543641
2021-01-21,2021,1,21,chokepoint6,Strait of Hormuz,13,14,6,1,57,34,91,201951,544917,34168,0,3556989,781037,4338026
2021-01-22,2021,1,22,chokepoint6,Strait of Hormuz,12,11,2,2,36,27,63,594531,739734,743,4465,1234966,1339475,2574441
2021-01-23,2021,1,23,chokepoint6,Strait of Hormuz,12,12,0,0,38,24,62,312622,253954,0,0,1026965,566577,1593542
2021-01-24,2021,1,24,chokepoint6,Strait of Hormuz,9,11,0,1,30,21,51,274756,170650,0,0,526699,445406,972106
2021-01-25,2021,1,25,chokepoint6,Strait of Hormuz,6,10,1,0,50,17,67,295113,237173,702,0,2697459,532988,3230448
2021-01-26,2021,1,26,chokepoint6,Strait of Hormuz,8,12,2,4,49,26,75,206305,176870,9395,10958,3091510,403530,3495040
2021-01-27,2021,1,27,chokepoint6,Strait of Hormuz,15,14,5,0,62,34,96,558506,330202,18160,0,2663654,906869,3570523
2021-01-28,2021,1,28,chokepoint6,Strait of Hormuz,10,15,2,1,61,28,89,154611,407614,20936,0,3256622,583162,3839785
2021-01-29,2021,1,29,chokepoint6,Strait of Hormuz,16,20,5,1,58,42,100,593527,712613,69976,0,2379740,1376117,3755858
2021-01-30,2021,1,30,chokepoint6,Strait of Hormuz,12,14,2,2,46,30,76,491593,374597,32564,0,1710159,898755,2608915
2021-01-31,2021,1,31,chokepoint6,Strait of Hormuz,8,11,4,4,45,27,72,349862,316941,33353,2592,2648103,702750,3350853
2021-02-01,2021,2,1,chokepoint6,Strait of Hormuz,11,8,5,2,49,26,75,427721,231293,11420,0,1855883,670436,2526320
2021-02-02,2021,2,2,chokepoint6,Strait of Hormuz,9,16,4,2,41,31,72,340741,519681,13921,6223,1589624,880568,2470193
2021-02-03,2021,2,3,chokepoint6,Strait of Hormuz,9,8,2,3,56,22,78,222029,325788,14442,11067,2944479,573328,3517808
2021-02-04,2021,2,4,chokepoint6,Strait of Hormuz,18,11,4,0,64,33,97,652770,450937,13116,0,3100366,1116825,4217192
2021-02-05,2021,2,5,chokepoint6,Strait of Hormuz,16,9,4,0,53,29,82,512504,292984,16690,0,2596565,822179,3418745
2021-02-06,2021,2,6,chokepoint6,Strait of Hormuz,9,10,5,3,54,27,81,401747,406584,8422,4893,3004122,821647,3825770
2021-02-07,2021,2,7,chokepoint6,Strait of Hormuz,8,15,2,1,49,26,75,386698,408320,1958,0,2470069,796976,3267046
2021-02-08,2021,2,8,chokepoint6,Strait of Hormuz,9,7,4,0,47,20,67,300254,258523,8626,0,2446084,567404,3013489
2021-02-09,2021,2,9,chokepoint6,Strait of Hormuz,10,7,4,2,50,23,73,391397,454735,5240,5325,2057499,856699,2914198
2021-02-10,2021,2,10,chokepoint6,Strait of Hormuz,11,16,6,2,49,35,84,384748,536185,26221,2277,1888041,949432,2837474
2021-02-11,2021,2,11,chokepoint6,Strait of Hormuz,17,18,5,7,50,47,97,508166,270938,29630,6577,2270945,815313,3086258
2021-02-12,2021,2,12,chokepoint6,Strait of Hormuz,12,13,6,2,70,33,103,431236,566207,21243,4631,3502405,1023318,4525724
2021-02-13,2021,2,13,chokepoint6,Strait of Hormuz,15,13,3,0,56,31,87,685106,196094,40557,0,2780664,921758,3702423
2021-02-14,2021,2,14,chokepoint6,Strait of Hormuz,11,14,5,1,67,31,98,260712,387614,5806,3408,3142311,657541,3799853
2021-02-15,2021,2,15,chokepoint6,Strait of Hormuz,18,25,5,0,74,48,122,475193,859198,7198,0,2743748,1341591,4085339
2021-02-16,2021,2,16,chokepoint6,Strait of Hormuz,22,15,7,1,48,45,93,668244,691201,10830,5429,2498411,1375706,3874117
2021-02-17,2021,2,17,chokepoint6,Strait of Hormuz,16,16,5,2,56,39,95,645493,697449,18703,3294,1973413,1364940,3338354
2021-02-18,2021,2,18,chokepoint6,Strait of Hormuz,15,12,1,3,53,31,84,669833,473567,0,3112,2256385,1146512,3402898
2021-02-19,2021,2,19,chokepoint6,Strait of Hormuz,17,14,4,1,55,36,91,583452,619019,59005,0,2637100,1261477,3898578
2021-02-20,2021,2,20,chokepoint6,Strait of Hormuz,15,15,6,0,46,36,82,502277,597839,31762,0,1736379,1131879,2868259
2021-02-21,2021,2,21,chokepoint6,Strait of Hormuz,8,11,2,0,35,21,56,261528,507267,1162,0,984586,769958,1754544
2021-02-22,2021,2,22,chokepoint6,Strait of Hormuz,13,12,2,2,38,29,67,525100,513219,6841,6214,1609843,1051375,2661218
2021-02-23,2021,2,23,chokepoint6,Strait of Hormuz,12,9,2,3,48,26,74,490374,374142,17614,11704,2864235,893836,3758071
2021-02-24,2021,2,24,chokepoint6,Strait of Hormuz,12,12,2,1,38,27,65,588955,290080,7400,9286,1264316,895722,2160038
2021-02-25,2021,2,25,chokepoint6,Strait of Hormuz,13,11,2,1,54,27,81,428057,248800,2492,0,2539625,679349,3218975
2021-02-26,2021,2,26,chokepoint6,Strait of Hormuz,10,9,1,2,43,22,65,383266,382337,6765,0,1872974,772369,2645344
2021-02-27,2021,2,27,chokepoint6,Strait of Hormuz,11,12,0,4,44,27,71,326232,379226,0,6476,787010,711936,1498946
2021-02-28,2021,2,28,chokepoint6,Strait of Hormuz,9,8,1,1,23,19,42,408445,280738,8038,2277,283992,699499,983492
2021-03-01,2021,3,1,chokepoint6,Strait of Hormuz,15,19,1,2,50,37,87,551470,497879,7036,0,1912318,1056385,2968704
2021-03-02,2021,3,2,chokepoint6,Strait of Hormuz,13,18,3,3,55,37,92,487456,477205,13858,6802,3041187,985323,4026510
2021-03-03,2021,3,3,chokepoint6,Strait of Hormuz,16,14,5,2,53,37,90,852241,437942,22560,2513,2196190,1315257,3511448
2021-03-04,2021,3,4,chokepoint6,Strait of Hormuz,15,7,4,0,60,26,86,590356,257418,16193,0,2962995,863968,3826964
2021-03-05,2021,3,5,chokepoint6,Strait of Hormuz,14,18,3,1,48,36,84,567574,687453,5727,1790,2042678,1262546,3305225
2021-03-06,2021,3,6,chokepoint6,Strait of Hormuz,15,11,5,0,41,31,72,519564,339877,35127,0,1665733,894570,2560303
2021-03-07,2021,3,7,chokepoint6,Strait of Hormuz,3,9,1,2,30,15,45,168876,191069,0,9664,1025183,369610,1394793
2021-03-08,2021,3,8,chokepoint6,Strait of Hormuz,9,12,5,1,30,27,57,337320,365305,37305,0,715184,739931,1455116
2021-03-09,2021,3,9,chokepoint6,Strait of Hormuz,9,15,5,4,58,33,91,208145,474572,30416,13146,2650278,726281,3376559
2021-03-10,2021,3,10,chokepoint6,Strait of Hormuz,7,13,2,0,36,22,58,310894,349872,17467,0,1427377,678234,2105611
2021-03-11,2021,3,11,chokepoint6,Strait of Hormuz,19,10,1,2,62,32,94,776305,365168,5968,7636,4030617,1155078,5185695
2021-03-12,2021,3,12,chokepoint6,Strait of Hormuz,11,12,0,1,52,24,76,429026,468160,0,0,1531857,897186,2429043
2021-03-13,2021,3,13,chokepoint6,Strait of Hormuz,11,11,5,2,40,29,69,429631,244252,39946,10363,1842282,724194,2566476
2021-03-14,2021,3,14,chokepoint6,Strait of Hormuz,9,18,4,0,46,31,77,222388,738790,3409,0,1569342,964588,2533930
2021-03-15,2021,3,15,chokepoint6,Strait of Hormuz,12,21,2,1,53,36,89,494256,652208,24224,0,2510825,1170689,3681515
2021-03-16,2021,3,16,chokepoint6,Strait of Hormuz,13,17,1,3,60,34,94,396118,535860,7610,4214,2980478,943805,3924283
2021-03-17,2021,3,17,chokepoint6,Strait of Hormuz,5,2,0,1,11,8,19,265963,45250,0,0,717284,311214,1028499
2021-03-18,2021,3,18,chokepoint6,Strait of Hormuz,14,8,1,0,33,23,56,604713,260093,17270,0,1185455,882077,2067532
2021-03-19,2021,3,19,chokepoint6,Strait of Hormuz,14,18,4,3,58,39,97,526082,751514,66130,7440,2533109,1351168,3884277
2021-03-20,2021,3,20,chokepoint6,Strait of Hormuz,11,14,4,5,42,34,76,328764,376123,38980,6595,2309376,750464,3059840
2021-03-21,2021,3,21,chokepoint6,Strait of Hormuz,5,7,3,0,28,15,43,194543,117063,8940,0,1820005,320547,2140552
2021-03-22,2021,3,22,chokepoint6,Strait of Hormuz,10,10,1,0,48,21,69,378749,230447,2284,0,1576609,611481,2188091
2021-03-23,2021,3,23,chokepoint6,Strait of Hormuz,12,16,2,5,39,35,74,331914,612327,12240,7101,2159101,963584,3122685
2021-03-24,2021,3,24,chokepoint6,Strait of Hormuz,18,18,3,2,64,41,105,558767,518711,19033,4713,3590802,1101225,4692028
2021-03-25,2021,3,25,chokepoint6,Strait of Hormuz,11,10,1,3,39,25,64,463262,261705,6491,4380,1872519,735839,2608358
2021-03-26,2021,3,26,chokepoint6,Strait of Hormuz,13,12,2,2,44,29,73,454917,227155,6491,8015,1477698,696580,2174278
2021-03-27,2021,3,27,chokepoint6,Strait of Hormuz,14,12,3,5,57,34,91,322422,345681,11659,4156,2341020,683920,3024940
2021-03-28,2021,3,28,chokepoint6,Strait of Hormuz,14,14,1,1,49,30,79,501398,499030,3363,521,1982433,1004314,2986747
2021-03-29,2021,3,29,chokepoint6,Strait of Hormuz,16,13,5,3,63,37,100,480016,386221,15401,6765,1949833,888405,2838238
2021-03-30,2021,3,30,chokepoint6,Strait of Hormuz,19,16,5,3,65,43,108,605071,762093,11424,9022,2787283,1387612,4174895
2021-03-31,2021,3,31,chokepoint6,Strait of Hormuz,18,22,4,2,70,46,116,554888,670633,2598,5041,2510258,1233161,3743419
2021-04-01,2021,4,1,chokepoint6,Strait of Hormuz,22,25,6,0,69,53,122,615892,1184982,39426,0,3046688,1840301,4886990
2021-04-02,2021,4,2,chokepoint6,Strait of Hormuz,16,18,3,2,61,39,100,327712,671867,6752,0,3525728,1006332,4532061
2021-04-03,2021,4,3,chokepoint6,Strait of Hormuz,17,15,6,3,76,41,117,374681,591275,83446,4602,4921452,1054006,5975459
2021-04-04,2021,4,4,chokepoint6,Strait of Hormuz,15,13,4,2,72,34,106,363566,287248,32784,0,4050696,683600,4734296
2021-04-05,2021,4,5,chokepoint6,Strait of Hormuz,9,14,4,0,64,27,91,161455,293424,6880,0,2525652,461761,2987413
2021-04-06,2021,4,6,chokepoint6,Strait of Hormuz,14,20,2,2,38,38,76,594185,559101,1954,3575,1697305,1158817,2856123
2021-04-07,2021,4,7,chokepoint6,Strait of Hormuz,19,19,0,4,76,42,118,535162,598085,0,4804,2994853,1138052,4132905
2021-04-08,2021,4,8,chokepoint6,Strait of Hormuz,13,19,4,1,57,37,94,315668,922949,45968,0,2289161,1284586,3573747
2021-04-09,2021,4,9,chokepoint6,Strait of Hormuz,22,21,3,3,81,49,130,1076302,635575,3948,6132,2935196,1721958,4657154
2021-04-10,2021,4,10,chokepoint6,Strait of Hormuz,9,16,4,1,61,30,91,400613,840533,20656,2060,2425031,1263862,3688894
2021-04-11,2021,4,11,chokepoint6,Strait of Hormuz,13,18,5,1,55,37,92,358632,514914,30126,0,2329482,903673,3233156
2021-04-12,2021,4,12,chokepoint6,Strait of Hormuz,10,14,4,3,46,31,77,322248,422993,8919,10996,2851570,765158,3616729
2021-04-13,2021,4,13,chokepoint6,Strait of Hormuz,2,10,2,2,48,16,64,55239,295428,9896,6038,2353705,366602,2720307
2021-04-14,2021,4,14,chokepoint6,Strait of Hormuz,8,7,5,1,44,21,65,266111,203341,67815,0,1809088,537267,2346355
2021-04-15,2021,4,15,chokepoint6,Strait of Hormuz,18,12,3,3,41,36,77,642807,363955,45831,2177,1970984,1054772,3025756
2021-04-16,2021,4,16,chokepoint6,Strait of Hormuz,21,16,3,2,68,42,110,728730,758540,7437,10550,3377296,1505259,4882556
